timestamp,rule.description,rule.level,data.srcip,data.srcport,full_log,GeoLocation.country_name,GeoLocation.city_name,GeoLocation.location
"Mar 13, 2025 @ 21:53:37.493","PAM: User login failed.","5","54.37.10.124",,"Mar 13 21:53:36 regvision-wordpress sshd[31221]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=54.37.10.124","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:53:37.493","sshd: Attempt to login using a non-existent user","5","54.37.10.124","34612","Mar 13 21:53:36 regvision-wordpress sshd[31221]: Invalid user thomas from 54.37.10.124 port 34612","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:53:37.481","sshd: authentication failed.","5","178.128.201.36","50582","Mar 13 21:53:35 regvision-wordpress sshd[31209]: Failed password for root from 178.128.201.36 port 50582 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:53:35.479","PAM: User login failed.","5","178.128.201.36",,"Mar 13 21:53:34 regvision-wordpress sshd[31209]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:53:11.465","sshd: Attempt to login using a non-existent user","5","139.19.117.197","44610","Mar 13 21:53:11 regvision-wordpress sshd[31163]: Invalid user admin from 139.19.117.197 port 44610","Germany",,{"lon":9.491,"lat":51.2993}
"Mar 13, 2025 @ 21:53:11.465","sshd: Attempt to login using a non-existent user","5","187.87.144.226",,"Mar 13 21:53:11 regvision-wordpress sshd[31161]: Failed password for invalid user alias from 187.87.144.226 port 56086 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:53:09.463","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:53:09 regvision-wordpress sshd[31161]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:53:09.450","sshd: Attempt to login using a non-existent user","5","187.87.144.226","56086","Mar 13 21:53:09 regvision-wordpress sshd[31161]: Invalid user alias from 187.87.144.226 port 56086","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:53:03.445","sshd: authentication failed.","5","218.92.0.208","8970","Mar 13 21:53:02 regvision-wordpress sshd[31159]: Failed password for root from 218.92.0.208 port 8970 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:59.441","sshd: authentication failed.","5","218.92.0.208","8970","Mar 13 21:52:58 regvision-wordpress sshd[31159]: Failed password for root from 218.92.0.208 port 8970 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:57.440","sshd: brute force trying to get access to the system. Authentication failed.","10","218.92.0.208","8970","Mar 13 21:52:55 regvision-wordpress sshd[31159]: Failed password for root from 218.92.0.208 port 8970 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:53.439","sshd: authentication failed.","5","218.92.0.208","8970","Mar 13 21:52:52 regvision-wordpress sshd[31159]: Failed password for root from 218.92.0.208 port 8970 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:49.435","sshd: authentication failed.","5","218.92.0.208","8970","Mar 13 21:52:48 regvision-wordpress sshd[31159]: Failed password for root from 218.92.0.208 port 8970 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:47.445","sshd: Attempt to login using a non-existent user","5","157.66.218.174","36614","Mar 13 21:52:46 regvision-wordpress sshd[31157]: Disconnected from invalid user vagrant 157.66.218.174 port 36614 [preauth]",,,
"Mar 13, 2025 @ 21:52:47.445","PAM: User login failed.","5","218.92.0.208",,"Mar 13 21:52:46 regvision-wordpress sshd[31159]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.208  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:47.432","sshd: Attempt to login using a non-existent user","5","157.66.218.174",,"Mar 13 21:52:46 regvision-wordpress sshd[31157]: Failed password for invalid user vagrant from 157.66.218.174 port 36614 ssh2",,,
"Mar 13, 2025 @ 21:52:45.444","sshd: Attempt to login using a non-existent user","5","157.66.218.174","36614","Mar 13 21:52:44 regvision-wordpress sshd[31157]: Invalid user vagrant from 157.66.218.174 port 36614",,,
"Mar 13, 2025 @ 21:52:45.444","PAM: User login failed.","5","157.66.218.174",,"Mar 13 21:52:44 regvision-wordpress sshd[31157]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=157.66.218.174",,,
"Mar 13, 2025 @ 21:52:37.435","sshd: Attempt to login using a non-existent user","5","54.37.10.124","51950","Mar 13 21:52:36 regvision-wordpress sshd[31155]: Disconnected from invalid user ts 54.37.10.124 port 51950 [preauth]","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:52:37.423","sshd: Attempt to login using a non-existent user","5","54.37.10.124",,"Mar 13 21:52:36 regvision-wordpress sshd[31155]: Failed password for invalid user ts from 54.37.10.124 port 51950 ssh2","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:52:35.433","PAM: User login failed.","5","54.37.10.124",,"Mar 13 21:52:34 regvision-wordpress sshd[31155]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=54.37.10.124","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:52:35.421","sshd: Attempt to login using a non-existent user","5","54.37.10.124","51950","Mar 13 21:52:34 regvision-wordpress sshd[31155]: Invalid user ts from 54.37.10.124 port 51950","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:52:33.431","syslog: User missed the password more than one time","10","218.92.0.208",,"Mar 13 21:52:33 regvision-wordpress sshd[31150]: PAM 4 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.208  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:33.431","Maximum authentication attempts exceeded.","8","218.92.0.208","43524","Mar 13 21:52:33 regvision-wordpress sshd[31150]: error: maximum authentication attempts exceeded for root from 218.92.0.208 port 43524 ssh2 [preauth]","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:33.431","syslog: User authentication failure.","5",,,"Mar 13 21:52:33 regvision-wordpress sshd[31150]: Disconnecting authenticating user root 218.92.0.208 port 43524: Too many authentication failures [preauth]",,,
"Mar 13, 2025 @ 21:52:33.419","sshd: authentication failed.","5","218.92.0.208","43524","Mar 13 21:52:33 regvision-wordpress sshd[31150]: Failed password for root from 218.92.0.208 port 43524 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:31.429","sshd: authentication failed.","5","218.92.0.208","43524","Mar 13 21:52:29 regvision-wordpress sshd[31150]: Failed password for root from 218.92.0.208 port 43524 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:27.412","sshd: authentication failed.","5","218.92.0.208","43524","Mar 13 21:52:26 regvision-wordpress sshd[31150]: Failed password for root from 218.92.0.208 port 43524 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:23.408","sshd: authentication failed.","5","218.92.0.208","43524","Mar 13 21:52:23 regvision-wordpress sshd[31150]: Failed password for root from 218.92.0.208 port 43524 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:21.418","sshd: authentication failed.","5","218.92.0.208","43524","Mar 13 21:52:20 regvision-wordpress sshd[31150]: Failed password for root from 218.92.0.208 port 43524 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:21.418","sshd: Attempt to login using a non-existent user","5","103.38.182.49","41572","Mar 13 21:52:20 regvision-wordpress sshd[31152]: Disconnected from invalid user tunnel 103.38.182.49 port 41572 [preauth]",,,
"Mar 13, 2025 @ 21:52:21.418","sshd: Attempt to login using a non-existent user","5","103.38.182.49",,"Mar 13 21:52:20 regvision-wordpress sshd[31152]: Failed password for invalid user tunnel from 103.38.182.49 port 41572 ssh2",,,
"Mar 13, 2025 @ 21:52:19.416","PAM: User login failed.","5","103.38.182.49",,"Mar 13 21:52:18 regvision-wordpress sshd[31152]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.38.182.49",,,
"Mar 13, 2025 @ 21:52:19.416","sshd: Attempt to login using a non-existent user","5","103.38.182.49","41572","Mar 13 21:52:18 regvision-wordpress sshd[31152]: Invalid user tunnel from 103.38.182.49 port 41572",,,
"Mar 13, 2025 @ 21:52:19.404","PAM: User login failed.","5","218.92.0.208",,"Mar 13 21:52:18 regvision-wordpress sshd[31150]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.208  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:52:13.398","sshd: authentication failed.","5","187.87.144.226","41912","Mar 13 21:52:12 regvision-wordpress sshd[31135]: Failed password for root from 187.87.144.226 port 41912 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:52:11.409","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:52:10 regvision-wordpress sshd[31135]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226  user=root","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:52:11.409","sshd: insecure connection attempt (scan).","6","134.199.172.22","40462","Mar 13 21:52:10 regvision-wordpress sshd[31149]: Did not receive identification string from 134.199.172.22 port 40462","Canada",,{"lon":-79.3716,"lat":43.6319}
"Mar 13, 2025 @ 21:52:11.409","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 21:52:09 regvision-wordpress sshd[31137]: Failed password for invalid user websrv from 178.128.201.36 port 57552 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:52:07.435","PAM: User login failed.","5","178.128.201.36",,"Mar 13 21:52:07 regvision-wordpress sshd[31137]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:52:07.381","sshd: Attempt to login using a non-existent user","5","178.128.201.36","57552","Mar 13 21:52:07 regvision-wordpress sshd[31137]: Invalid user websrv from 178.128.201.36 port 57552","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:51:33.362","sshd: Attempt to login using a non-existent user","5","54.37.10.124","51244","Mar 13 21:51:33 regvision-wordpress sshd[31132]: Disconnected from invalid user teamspeak3 54.37.10.124 port 51244 [preauth]","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:51:33.349","sshd: Attempt to login using a non-existent user","5","54.37.10.124",,"Mar 13 21:51:33 regvision-wordpress sshd[31132]: Failed password for invalid user teamspeak3 from 54.37.10.124 port 51244 ssh2","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:51:31.360","sshd: Attempt to login using a non-existent user","5","54.37.10.124","51244","Mar 13 21:51:30 regvision-wordpress sshd[31132]: Invalid user teamspeak3 from 54.37.10.124 port 51244","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:51:31.360","PAM: User login failed.","5","54.37.10.124",,"Mar 13 21:51:30 regvision-wordpress sshd[31132]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=54.37.10.124","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:51:23.339","sshd: Attempt to login using a non-existent user","5","187.87.144.226",,"Mar 13 21:51:21 regvision-wordpress sshd[31121]: Failed password for invalid user ubuntu from 187.87.144.226 port 42808 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:51:21.349","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:51:19 regvision-wordpress sshd[31121]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:51:21.349","sshd: Attempt to login using a non-existent user","5","187.87.144.226","42808","Mar 13 21:51:19 regvision-wordpress sshd[31121]: Invalid user ubuntu from 187.87.144.226 port 42808","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:51:19.348","sshd: Attempt to login using a non-existent user","5","157.66.218.174","56614","Mar 13 21:51:18 regvision-wordpress sshd[31123]: Disconnected from invalid user znc 157.66.218.174 port 56614 [preauth]",,,
"Mar 13, 2025 @ 21:51:19.336","sshd: Attempt to login using a non-existent user","5","157.66.218.174",,"Mar 13 21:51:18 regvision-wordpress sshd[31123]: Failed password for invalid user znc from 157.66.218.174 port 56614 ssh2",,,
"Mar 13, 2025 @ 21:51:17.387","PAM: User login failed.","5","157.66.218.174",,"Mar 13 21:51:16 regvision-wordpress sshd[31123]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=157.66.218.174",,,
"Mar 13, 2025 @ 21:51:17.334","sshd: Attempt to login using a non-existent user","5","157.66.218.174","56614","Mar 13 21:51:16 regvision-wordpress sshd[31123]: Invalid user znc from 157.66.218.174 port 56614",,,
"Mar 13, 2025 @ 21:50:53.324","sshd: Attempt to login using a non-existent user","5","103.38.182.49","57218","Mar 13 21:50:52 regvision-wordpress sshd[31119]: Disconnected from invalid user ts2 103.38.182.49 port 57218 [preauth]",,,
"Mar 13, 2025 @ 21:50:53.312","sshd: Attempt to login using a non-existent user","5","103.38.182.49",,"Mar 13 21:50:51 regvision-wordpress sshd[31119]: Failed password for invalid user ts2 from 103.38.182.49 port 57218 ssh2",,,
"Mar 13, 2025 @ 21:50:51.323","PAM: User login failed.","5","103.38.182.49",,"Mar 13 21:50:49 regvision-wordpress sshd[31119]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.38.182.49",,,
"Mar 13, 2025 @ 21:50:51.323","sshd: Attempt to login using a non-existent user","5","103.38.182.49","57218","Mar 13 21:50:49 regvision-wordpress sshd[31119]: Invalid user ts2 from 103.38.182.49 port 57218",,,
"Mar 13, 2025 @ 21:50:45.307","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 21:50:43 regvision-wordpress sshd[31117]: Failed password for invalid user security from 178.128.201.36 port 48520 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:50:43.317","PAM: User login failed.","5","178.128.201.36",,"Mar 13 21:50:41 regvision-wordpress sshd[31117]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:50:43.305","sshd: Attempt to login using a non-existent user","5","178.128.201.36","48520","Mar 13 21:50:41 regvision-wordpress sshd[31117]: Invalid user security from 178.128.201.36 port 48520","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:50:31.358","sshd: Attempt to login using a non-existent user","5","54.37.10.124","55426","Mar 13 21:50:30 regvision-wordpress sshd[31111]: Disconnected from invalid user casaos 54.37.10.124 port 55426 [preauth]","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:50:31.306","sshd: Attempt to login using a non-existent user","5","54.37.10.124",,"Mar 13 21:50:30 regvision-wordpress sshd[31111]: Failed password for invalid user casaos from 54.37.10.124 port 55426 ssh2","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:50:31.306","syslog: User missed the password more than one time","10","218.92.0.222",,"Mar 13 21:50:29 regvision-wordpress sshd[31109]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:50:31.305","sshd: authentication failed.","5","218.92.0.222","62688","Mar 13 21:50:29 regvision-wordpress sshd[31109]: Failed password for root from 218.92.0.222 port 62688 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:50:29.303","PAM: User login failed.","5","54.37.10.124",,"Mar 13 21:50:28 regvision-wordpress sshd[31111]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=54.37.10.124","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:50:29.303","sshd: Attempt to login using a non-existent user","5","54.37.10.124","55426","Mar 13 21:50:28 regvision-wordpress sshd[31111]: Invalid user casaos from 54.37.10.124 port 55426","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:50:29.291","sshd: Attempt to login using a non-existent user","5","187.87.144.226",,"Mar 13 21:50:28 regvision-wordpress sshd[31106]: Failed password for invalid user deploy from 187.87.144.226 port 37394 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:50:27.301","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:50:26 regvision-wordpress sshd[31106]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:50:27.301","sshd: authentication failed.","5","218.92.0.222","62688","Mar 13 21:50:26 regvision-wordpress sshd[31109]: Failed password for root from 218.92.0.222 port 62688 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:50:27.289","sshd: Attempt to login using a non-existent user","5","187.87.144.226","37394","Mar 13 21:50:26 regvision-wordpress sshd[31106]: Invalid user deploy from 187.87.144.226 port 37394","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:50:25.287","sshd: authentication failed.","5","218.92.0.222","62688","Mar 13 21:50:24 regvision-wordpress sshd[31109]: Failed password for root from 218.92.0.222 port 62688 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:50:23.284","PAM: User login failed.","5","218.92.0.222",,"Mar 13 21:50:22 regvision-wordpress sshd[31109]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.222  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:50:21.295","sshd: Attempt to login using a non-existent user","5","147.182.225.230",,"Mar 13 21:50:19 regvision-wordpress sshd[31105]: Failed password for invalid user user from 147.182.225.230 port 38130 ssh2","United States",,{"lon":-97.822,"lat":37.751}
